"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SGRP","SPAR Group, Inc.","0.99","20416586.85","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"LOV","Spark Networks, Inc.","1.49","38657318.41","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","25.1599","20756917.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwfi",
"ANY","Sphere 3D Corp.","0.63","32145750","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any",
"SPEX","Spherix Incorporated","1.14","5495890.98","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex",
"STAF","Staffing 360 Solutions, Inc.","0.87","8610255.15","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf",
"SWJ","Stanley Black & Decker, Inc.","26.14","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swj",
"STLY","Stanley Furniture Company, Inc.","1.372","20212577.028","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly",
"SBLKL","Star Bulk Carriers Corp.","21.9889","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"STLRU","Stellar Acquisition III Inc.","10.01","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.2","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw",
"SBOT","Stellar Biotechnologies, Inc.","2.3701","24023945.0858","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"SCQ","Stellus Capital Investment Corporation","25.9","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"STEM","StemCells, Inc.","0.8793","10557628.4808","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem",
"SRCLP","Stericycle, Inc.","62.82","0","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"SSFN","Stewardship Financial Corp","7.98","48794388.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"SGY","Stone Energy Corporation","4.43","25206389.9","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"SSKN","Strata Skin Sciences, Inc.","0.51","5432930.04","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn",
"GJH","STRATS Trust","10.32","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","20.05","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","18.38","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjs",
"STRM","Streamline Health Solutions, Inc.","1.91","37539682.44","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SUMR","Summer Infant, Inc.","2.15","39661682.1","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"SSY","SunLink Health Systems, Inc.","1.09","10293314.72","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"SSH","Sunshine Heart Inc","0.295","6020386.255","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ssh",
"SPCB","SuperCom, Ltd.","3.08","47720334.2","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.82","5963808.76","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SDPI","Superior Drilling Products, Inc.","0.87","15235118.97","n/a","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi",
"SPRT","support.com, Inc.","0.8299","45880805.726","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"SIVBO","SVB Financial Group","26.72","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivbo",
"SGYPU","Synergy Pharmaceuticals, Inc.","12","21818184","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypu",
"SGYPW","Synergy Pharmaceuticals, Inc.","0.4","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypw",
"GJP","Synthetic Fixed-Income Securities, Inc.","22.271","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","20.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","18","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjt",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.9199","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjv",
"SYPR","Sypris Solutions, Inc.","0.98","20880903.12","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr",
"SYRX","Sysorex Global","0.195","5263641.825","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/syrx",
"TAIT","Taitron Components Incorporated","1.18","6526399.46","n/a","1995","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait",
"TANH","Tantech Holdings Ltd.","2.29","49464000","n/a","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tanh",
"TAYD","Taylor Devices, Inc.","14.33","49160512.33","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tayd",
"TCPI","TCP International Holdings Ltd.","1.4114","40101231.7206","n/a","2014","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/tcpi",
"TEAR","TearLab Corporation","0.66","35122685.4","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tear",
"TCCO","Technical Communications Corporation","2.3","4231717.1","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TDA","Telephone and Data Systems, Inc.","25.625","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","25.74","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","26.0199","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","25.79","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdj",
"TIK","Tel-Instrument Electronics Corp.","3.7","12046781.9","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TENX","Tenax Therapeutics, Inc.","1.73","48647335.31","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/tenx",
"TGC","Tengasco, Inc.","0.98","5971761.32","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"TVC","Tennessee Valley Authority","25.9301","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","25.44","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tve",
"TRTLW","Terrapin 3 Acquisition Corporation","0.3802","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/trtlw",
"TLOG","TetraLogic Pharmaceuticals Corporation","0.157","3888746.031","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlog",
"TCBIL","Texas Capital Bancshares, Inc.","26.11","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbil",
"TCBIW","Texas Capital Bancshares, Inc.","42","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbiw",
"BONT","The Bon-Ton Stores, Inc.","1.51","32481330.65","n/a","1991","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bont",
"THGA","The Hanover Insurance Group, Inc.","25.68","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/thga",
"FITS","The Health and Fitness ETF","25.77","2577025.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fits",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","6.2505","38338435.5795","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cuba",
"JYNT","The Joint Corp.","2.55","32466587.25","n/a","2014","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/jynt",
"OLD","The Long-Term Care ETF","24.31","2431024.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/old",
"SLIM","The Obesity ETF","23.2","2320023.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slim",
"ORG","The Organics ETF","24.73","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/org",
"BITE","The Restaurant ETF","24.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bite",
"TST","TheStreet, Inc.","1.04","36663369.6","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/tst",
"TCRX","THL Credit, Inc.","25.7228","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/tcrx",
"TCRZ","THL Credit, Inc.","25.5899","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tcrz",
"THLD","Threshold Pharmaceuticals, Inc.","0.411","29391195.675","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thld",
"TIL","Till Capital Ltd.","3.9","13374207.6","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/til",
"TMUSP","T-Mobile US, Inc.","82.47","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tmusp",
"TKAI","Tokai Pharmaceuticals, Inc.","1.17","26482745.25","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tkai",
"TNXP","Tonix Pharmaceuticals Holding Corp.","0.4518","11683742.7258","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tnxp",
"TISA","Top Image Systems, Ltd.","1.7","30462514.2","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TOPS","TOP Ships Inc.","2.64","9378285.84","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TORM          ","TOR Minerals International Inc","5.1","18062685.3","n/a","1988","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/torm",
"TRCH","Torchlight Energy Resources, Inc.","1.02","48469556.46","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/trch",
"TWER","Towerstream Corporation","1.32","6004687.92","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/twer",
"TBIO","Transgenomic, Inc.","0.21","4945068.66","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/tbio",
"TANNI","TravelCenters of America LLC","25.4399","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America LLC","25.44","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America LLC","25.2","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannz",
"TCCA","Triangle Capital Corporation","25.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcca",
"TCCB","Triangle Capital Corporation","26.05","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tccb",
"TPLM","Triangle Petroleum Corporation","0.2531","19353008.2811","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm",
"TRT","Trio-Tech International","3.1693","11133925.2115","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"TPVZ","TriplePoint Venture Growth BDC Corp.","25.4","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/tpvz",
"TROVU","TrovaGene, Inc.","12.74","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovu",
"TROVW","TrovaGene, Inc.","0.966","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovw",
"THST","Truett-Hurst, Inc.","1.65","7105916.4","n/a","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/thst",
"TSRI","TSR, Inc.","5.9","11576165.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri",
"TKF","Turkish Investment Fund, Inc. (The)","7.94","36983471.92","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/tkf",
"TUTI","Tuttle Tactical Management Multi-Strategy Income ETF","22.44","40392000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tuti",
"TSNU","Tyson Foods, Inc.","75.47","0","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsnu",
"USEG","U.S. Energy Corp.","1.672","7974722.712","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","1.55","23621601.65","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/grow",
"UAMY","United States Antimony Corporation","0.41","27415173.98","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy",
"UZA","United States Cellular Corporation","26.49","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/uza",
"UZB","United States Cellular Corporation","26.455","0","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/uzb",
"UZC","United States Cellular Corporation","26.54","0","n/a","2015","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/uzc",
"UUU","Universal Security Instruments, Inc.","3.5","8095104.5","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu",
"UTI","Universal Technical Institute Inc","1.57","38224851.23","n/a","2003","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/uti",
"UQM","UQM TECHNOLOGIES INC","0.54","26168941.62","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm",
"URRE","Uranium Resources, Inc.","1.29","11048362.38","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urre",
"USATP","USA Technologies, Inc.","20.91","9306267.33","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatp",
"EGY","Vaalco Energy Inc","0.8283","48361325.0769","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egy",
"VALX","Validea Market Legends ETF","23.6699","22486405","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/valx",
"GNRX","VanEck Vectors Generic Drugs ETF","23.32","2332000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnrx",
"VNRAP","Vanguard Natural Resources LLC","5.31","0","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrap",
"VNRBP","Vanguard Natural Resources LLC","5.16","36120000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrbp",
"VNRCP","Vanguard Natural Resources LLC","5.25","0","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnrcp",
"DGLD","VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind","49.0042","16220880.242","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dgld",
"DSLV","VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver","25.94","18234159.84","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dslv",
"TVIZ","VelocityShares Daily 2x VIX Medium Term ETN","8.3601","2002177.0692","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tviz",
"VIIZ","VelocityShares VIX Medium Term ETN","12.56","816400","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viiz",
"VIIX","VelocityShares VIX Short Term ETN","10.84","14048271.44","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viix",
"APPY","Venaxis, Inc.","2.56","9925020.16","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"VTRB","Ventas Realty, Limited Partnership // Ventas Capital Corporati","27.04","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vtrb",
"VSTM","Verastem, Inc.","1.22","45130749.96","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VZA","Verizon Communications Inc.","27.94","0","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vza",
"VSR","Versar, Inc.","1.25","12365972.5","n/a","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr",
"VTNR","Vertex Energy, Inc","1.04","32249258.08","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vtnr",
"VRTB","Vestin Realty Mortgage II, Inc.","2.7","6537550.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrtb",
"VICL","Vical Incorporated","2.4701","22740686.6483","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VII","Vicon Industries, Inc.","0.5601","5236032.1188","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii",
"CIZ","Victory CEMP Developed Enhanced Volatility Wtd Index ETF","28.94","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciz",
"CEZ","Victory CEMP Emerging Market Volatility Wtd Index ETF","26.0904","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cez",
"CID","Victory CEMP International High Div Volatility Wtd Index ETF","31.21","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cid",
"CIL","Victory CEMP International Volatility Wtd Index ETF","33.1499","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cil",
"CFO","Victory CEMP US 500 Enhanced Volatility Wtd Index ETF","37.67","26369000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfo",
"CFA","Victory CEMP US 500 Volatility Wtd Index ETF","37.6889","7537780","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfa",
"CSF","Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF","34.7332","19103260","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csf",
"CDC","Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF","38.97","25330500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdc",
"CDL","Victory CEMP US Large Cap High Div Volatility Wtd Index ETF","37.92","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdl",
"CSB","Victory CEMP US Small Cap High Div Volatility Wtd Index ETF","35.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csb",
"VIDI","Vident International Equity Fund","21.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vidi",
"VKTX","Viking Therapeutics, Inc.","1.09","21012639.59","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","0.4","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","23.4351","33387049.566","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vbfc",
"VISN","VisionChina Media, Inc.","5.53","21912746.66","3962522","2007","Technology","Advertising","http://www.nasdaq.com/symbol/visn",
"VTGN","VistaGen Therapeutics, Inc.","3.85","30687214.25","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtgn",
"VLTC","Voltari Corporation","2.2","19788590.8","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vltc",
"WGBS","WaferGen Bio-systems, Inc.","0.73","13817239.98","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wgbs",
"WAFDW","Washington Federal, Inc.","9.13","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wafdw",
"WAYN","Wayne Savings Bancshares Inc.","14.412","40091863.668","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn",
"WCFB","WCF Bancorp, Inc.","8.5","21787404","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wcfb",
"FLAG","WeatherStorm Forensic Accounting Long Short ETF","34.21","13684000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/flag",
"WSTL","Westell Technologies, Inc.","0.54","33109632.9","n/a","1995","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/wstl",
"WALA","Western Alliance Bancorporation","25.56","0","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/wala",
"WMLP","Westmoreland Resource Partners, LP","6.011","34464429.16","n/a","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/wmlp",
"WHLRD","Wheeler Real Estate Investment Trust, Inc.","25.29","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrd",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","21.89","15760800","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrp",
"WHLRW","Wheeler Real Estate Investment Trust, Inc.","0.065","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrw",
"WHFBL","WhiteHorse Finance, Inc.","25.22","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl",
"WYY","WidePoint Corporation","0.42","34746656.28","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WVVI","Willamette Valley Vineyards, Inc.","8.1001","40503488.9369","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"WVVIP","Willamette Valley Vineyards, Inc.","4.4","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvip",
"WINT","Windtree Therapeutics, Inc.","2.22","18445393.92","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/wint",
"WTFCM","Wintrust Financial Corporation","27.63","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcm",
"WTFCW","Wintrust Financial Corporation","32.22","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcw",
"WTT","Wireless Telecom Group,  Inc.","1.5389","28810279.3594","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"AGND","WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund","42.77","12831000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd",
"AGZD","WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund","47.96","23980000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"HYND","WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio","19.81","7924000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hynd",
"HYZD","WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu","23.63","11815000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyzd",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","53.08","7962000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxse",
"EMCG","WisdomTree Emerging Markets Consumer Growth Fund","22.33","24563000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcg",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","22.72","36352000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgre",
"DXKW","WisdomTree Korea Hedged Equity Fund","21.285","10642500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxkw",
"GULF","WisdomTree Middle East Dividend Fund","16.68","18348000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gulf",
"CRDT","WisdomTree Strategic Corporate Bond Fund","75.2574","7525740","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crdt",
"DXPS","WisdomTree United Kingdom Hedged Equity Fund","26.41","29051000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxps",
"UBND","WisdomTree Western Asset Unconstrained Bond Fund","49.84","4984000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubnd",
"WPCS","WPCS International Incorporated","1.2588","3585891.9492","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wpcs",
"WPXP","WPX Energy, Inc.","54.71","0","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wpxp",
"WMGIZ","Wright Medical Group N.V.","1.29","0","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"WSFSL","WSFS Financial Corporation","26.11","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsfsl",
"WSCI","WSI Industries Inc.","3.29","9605155","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wsci",
"WVFC","WVS Financial Corp.","12.31","24720252.64","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/wvfc",
"XGTI","XG Technology, Inc","0.3688","6317125.7808","n/a","2013","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/xgti",
"XGTIW","XG Technology, Inc","0.4257","0","n/a","2013","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/xgtiw",
"XOMA","XOMA Corporation","5.48","1652000.8","n/a","1986","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xoma",
"XPLR","Xplore Technologies Corp","2.0842","22773098.8364","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xplr",
"XTNT","Xtant Medical Holdings, Inc.","0.8401","10244154.197","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xtnt",
"XTLB","XTL Biopharmaceuticals Ltd.","0.87","3824169.39","4395597","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xtlb",
"YECO","Yulong Eco-Materials Limited","1.71","20515184.64","n/a","2015","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/yeco",
"YUMA","Yuma Energy, Inc.","3.38","12265989.58","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma",
"ZAIS","ZAIS Group Holdings, Inc.","1.83","25804678.11","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/zais",
